,SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
2834,3948,2420356,Yes,0,60,E2,18.92,-8.11,-22.73,No,No,Female,Direct,7,ERS,Chennai,29,0
2835,3949,2420360,No,8,30,E2,17.14,17.14,0.0,No,No,Male,Agency,8,BFSI,Chennai,36,0
2836,3950,2420365,No,30,30,E3,37.5,250.0,154.55,No,No,Male,Direct,8,INFRA,Noida,26,0
2839,3953,2420382,Yes,68,60,E2,28.21,28.21,0.0,No,No,Male,Agency,8,ETS,Chennai,33,0
2840,3954,2420386,Yes,103,60,E1,71.05,71.05,0.0,No,No,Female,Agency,3,ETS,Chennai,25,0
2841,3955,2420392,Yes,95,30,E2,0.92,19.27,18.18,No,Yes,Male,Direct,8,ETS,Noida,34,0
2845,3960,2420446,Yes,35,60,E1,51.9,51.9,0.0,No,No,Male,Direct,4,BFSI,Bangalore,31,0
2847,3964,2420561,Yes,69,60,E2,0.0,0.0,0.0,No,No,Male,Employee Referral,7,ERS,Chennai,29,0
2849,3966,2420606,No,62,60,E2,61.29,53.23,-5.0,No,No,Male,Direct,3,INFRA,Chennai,26,0
2850,3967,2420610,No,51,30,E1,78.57,78.57,0.0,No,No,Male,Direct,3,BFSI,Bangalore,26,0
2851,3968,2420611,No,1,90,E2,51.07,30.47,-13.64,No,No,Female,Agency,7,INFRA,Noida,30,0
2852,3969,2420623,Yes,3,30,E2,20.35,20.35,0.0,No,No,Female,Agency,5,INFRA,Noida,33,0
2853,3970,2420633,No,7,30,E1,15.56,16.67,0.96,No,No,Male,Direct,4,ERS,Bangalore,25,0
2856,3973,2420780,Yes,29,45,E2,64.18,47.61,-10.09,No,No,Male,Agency,8,ERS,Bangalore,32,0
2857,3974,2420832,No,61,30,E1,42.42,28.79,-9.57,No,No,Male,Direct,3,BFSI,Chennai,27,0
2858,3975,2420850,No,0,30,E2,60.55,25.38,-21.9,No,No,Male,Direct,6,BFSI,Chennai,30,0
2859,3976,2421111,Yes,92,30,E2,35.3,29.15,-4.55,No,No,Female,Employee Referral,7,EAS,Chennai,38,0
2860,3977,2421128,No,1,60,E3,22.18,22.18,0.0,No,No,Male,Employee Referral,9,INFRA,Noida,36,0
2861,3979,2423995,No,30,30,E1,9.29,9.29,0.0,No,No,Male,Agency,1,INFRA,Noida,26,0
2862,3980,2424017,No,10,30,E1,13.64,13.64,0.0,No,No,Male,Agency,3,INFRA,Noida,40,0
2865,3983,2424078,Yes,29,30,E1,27.45,17.65,-7.69,No,No,Male,Direct,3,ETS,Bangalore,25,0
2866,3984,2424178,No,2,30,E1,8.33,33.33,23.08,No,No,Male,Direct,3,CSMP,Noida,31,0
2867,3986,2424245,No,7,60,E2,13.4,13.4,0.0,No,No,Male,Employee Referral,10,ETS,Noida,33,0
2870,3989,2424257,No,4,30,E1,31.58,39.47,6.0,No,No,Male,Agency,4,BFSI,Bangalore,29,0
2871,3990,2424262,Yes,33,30,E2,24.65,24.65,0.0,No,No,Male,Direct,6,BFSI,Bangalore,34,0
2872,3991,2424263,No,15,30,E2,30.0,29.03,-0.74,No,No,Female,Agency,6,BFSI,Bangalore,30,0
2873,3992,2424269,No,1,45,E2,32.23,29.87,-1.79,No,No,Male,Agency,6,BFSI,Bangalore,32,0
2875,3994,2424274,Yes,26,30,E2,26.32,26.32,0.0,No,No,Male,Agency,9,BFSI,Bangalore,36,0
2876,3995,2424275,Yes,0,30,E2,37.93,11.72,-19.0,No,No,Male,Direct,4,INFRA,Noida,29,0
2877,3996,2424288,Yes,4,30,E2,66.67,83.33,10.0,No,No,Male,Employee Referral,7,INFRA,Noida,34,0
2878,3997,2424289,Yes,131,90,E1,46.14,25.26,-14.29,No,No,Male,Agency,3,BFSI,Bangalore,26,0
2879,3998,2424315,Yes,8,30,E1,52.0,60.0,5.26,No,Yes,Male,Employee Referral,2,ERS,Chennai,24,0
2880,4000,2424387,Yes,4,30,E1,4.35,14.78,10.0,No,No,Male,Agency,4,ERS,Chennai,32,0
2881,4002,2424398,No,0,30,E2,27.69,27.69,0.0,No,No,Female,Direct,6,BFSI,Bangalore,32,0
2883,4005,2424427,No,5,30,E2,35.42,35.42,0.0,No,No,Male,Direct,4,INFRA,Chennai,27,0
2886,4010,2424500,Yes,11,30,E2,13.21,3.77,-8.33,No,No,Male,Direct,11,BFSI,Bangalore,38,0
2887,4011,2424518,No,2,30,E1,37.5,-42.5,-58.18,No,No,Male,Direct,1,INFRA,Noida,25,0
2889,4013,2424532,Yes,32,30,E2,28.44,19.27,-7.14,No,No,Male,Agency,9,BFSI,Bangalore,32,0
2890,4015,2424548,No,0,30,E1,16.0,-4.0,-17.24,No,No,Male,Direct,3,INFRA,Noida,26,0
2891,4016,2424571,No,0,60,E1,22.22,55.56,27.27,No,No,Male,Agency,4,ERS,Noida,28,0
2893,4018,2424593,Yes,72,60,E1,18.18,13.64,-3.85,No,No,Male,Agency,5,ERS,Noida,35,0
2894,4019,2424610,Yes,9,30,E1,13.46,13.46,0.0,No,No,Male,Direct,5,CSMP,Noida,34,0
2895,4020,2424700,Yes,32,45,E1,25.0,25.0,0.0,No,No,Male,Direct,4,INFRA,Noida,33,0
2896,4021,2424739,Yes,33,30,E1,129.17,100.0,-12.73,No,No,Male,Employee Referral,4,BFSI,Bangalore,28,0
2897,4022,2424745,No,1,30,E1,20.0,44.0,20.0,No,No,Female,Direct,1,INFRA,Noida,24,0
2898,4023,2424758,Yes,39,30,E1,42.86,42.86,0.0,No,No,Male,Employee Referral,3,INFRA,Bangalore,28,0
2899,4024,2424769,Yes,4,30,E1,42.86,42.86,0.0,No,No,Female,Employee Referral,2,INFRA,Bangalore,33,0
2900,4025,2424848,Yes,13,30,E1,-5.56,-5.56,0.0,No,No,Male,Direct,7,INFRA,Mumbai,27,0
2903,4028,2425392,No,1,30,E1,66.67,44.0,-13.6,No,No,Male,Direct,1,INFRA,Noida,26,0
2904,4029,2425393,Yes,5,30,E2,7.48,7.48,0.0,No,No,Male,Direct,6,ETS,Bangalore,33,0
2905,4030,2425669,No,0,30,E1,45.0,8.0,-25.52,No,No,Female,Direct,1,INFRA,Noida,23,0
2908,4033,2427705,No,4,30,E1,92.31,84.62,-4.0,No,No,Female,Agency,3,ERS,Chennai,29,0
2909,4034,2427908,No,6,30,E1,-3.85,-17.31,-14.0,No,No,Male,Direct,3,CSMP,Noida,25,0
2910,4035,2430739,Yes,14,30,E1,50.0,20.0,-20.0,No,No,Male,Employee Referral,1,INFRA,Noida,24,0
2912,4037,2430925,No,7,30,E1,62.79,62.79,0.0,No,No,Male,Agency,4,AXON,Chennai,26,0
2913,4039,2430959,No,0,30,E1,66.67,83.33,10.0,No,No,Male,Agency,2,INFRA,Noida,25,0
2915,4041,2430988,Yes,4,60,E3,25.0,25.0,0.0,No,No,Male,Direct,13,INFRA,Kolkata,36,0
2917,4043,2431112,Yes,1,30,E1,0.0,0.0,0.0,No,No,Male,Direct,3,BFSI,Bangalore,31,0
2918,4045,2431165,No,41,30,E1,54.76,45.0,-6.31,No,No,Male,Direct,6,BFSI,Chennai,31,0
2920,4047,2431202,No,1,30,E2,37.5,47.0,6.91,No,No,Male,Direct,4,INFRA,Noida,28,0
2921,4049,2431228,No,0,30,E1,0.0,32.27,32.27,No,No,Male,Agency,1,INFRA,Gurgaon,28,0
2922,4051,2431243,Yes,23,60,E1,47.06,47.06,0.0,No,No,Male,Direct,4,CSMP,Noida,27,0
2923,4052,2431247,Yes,5,30,E1,78.57,77.14,-0.8,No,No,Male,Direct,4,BFSI,Mumbai,27,0
2924,4053,2431313,Yes,25,60,E1,71.43,42.86,-16.67,No,No,Male,Direct,3,BFSI,Bangalore,28,0
2925,4054,2431329,No,17,45,E1,95.24,90.48,-2.44,No,No,Male,Employee Referral,6,BFSI,Chennai,30,0
2926,4057,2431348,No,21,45,E2,9.33,9.33,0.0,No,No,Male,Direct,4,BFSI,Chennai,34,0
2927,4058,2431352,Yes,7,30,E1,16.67,-41.67,-50.0,No,No,Male,Direct,2,ERS,Chennai,24,0
2928,4059,2431367,No,3,90,E1,71.43,57.14,-8.33,No,No,Male,Agency,4,ERS,Bangalore,26,0
2930,4061,2431375,No,1,60,E2,31.03,31.03,0.0,No,No,Male,Agency,8,INFRA,Noida,30,0
2931,4062,2431383,No,0,30,E1,26.92,15.38,-9.09,No,No,Male,Agency,1,INFRA,Gurgaon,24,0
2932,4063,2431384,Yes,0,30,E2,60.0,80.0,12.5,No,No,Male,Direct,4,INFRA,Noida,31,0
2933,4064,2431385,No,4,30,E1,33.93,33.93,0.0,No,No,Male,Direct,3,ERS,Chennai,25,0
2934,4065,2431388,No,0,30,E2,52.17,52.17,0.0,No,No,Male,Direct,4,INFRA,Noida,31,0
2935,4066,2431406,No,1,30,E1,33.33,46.67,10.0,No,No,Male,Direct,1,INFRA,Noida,25,0
2936,4067,2431408,No,4,30,E1,23.11,23.11,0.0,No,No,Male,Direct,4,ERS,Chennai,27,0
2937,4068,2431409,No,0,30,E2,37.0,37.0,0.0,No,No,Male,Direct,4,INFRA,Noida,28,0
2939,4071,2431420,No,3,30,E1,87.5,87.5,0.0,No,No,Male,Direct,3,ERS,Chennai,27,0
2940,4072,2431422,No,11,30,E1,33.33,16.67,-12.5,No,No,Male,Direct,2,ERS,Chennai,27,0
2941,4073,2431428,No,11,30,E0,128.57,128.57,0.0,No,No,Male,Direct,2,ERS,Chennai,27,0
2943,4075,2431447,No,2,30,E1,51.22,51.22,0.0,No,No,Female,Direct,3,ETS,Noida,26,0
2944,4077,2431459,No,1,30,E1,44.83,44.83,0.0,No,No,Male,Direct,3,ERS,Chennai,26,0
2945,4078,2431474,No,3,30,E1,13.21,13.21,0.0,No,No,Female,Agency,7,BFSI,Chennai,33,0
2946,4080,2431504,No,0,30,E2,37.5,100.0,45.45,No,No,Male,Employee Referral,6,INFRA,Bangalore,30,0
2947,4081,2431523,Yes,7,60,E1,22.22,16.67,-4.55,No,No,Male,Agency,3,ERS,Noida,29,0
2948,4090,2432364,No,3,30,E1,32.35,32.35,0.0,No,No,Male,Direct,4,CSMP,Noida,31,0
2949,4091,2434869,No,0,30,E1,-8.89,-8.89,0.0,No,No,Male,Direct,5,ETS,Bangalore,32,0
2950,4092,2434883,Yes,17,60,E2,33.33,188.89,116.67,No,No,Male,Direct,10,ERS,Noida,36,0
2951,4093,2434929,No,0,30,E1,23.08,20.0,-2.5,No,No,Male,Agency,2,ERS,Chennai,27,0
2952,4094,2434939,No,31,90,E1,33.33,-5.56,-29.17,No,No,Female,Agency,3,ERS,Noida,27,0
2953,4095,2435028,No,25,30,E2,37.5,137.5,72.73,No,No,Male,Employee Referral,8,INFRA,Bangalore,34,0
2954,4096,2435141,No,0,30,E1,66.67,60.0,-4.0,No,No,Male,Employee Referral,1,INFRA,Noida,25,0
2955,4097,2435968,Yes,44,30,E1,43.29,35.75,-5.26,No,No,Male,Direct,5,ETS,Noida,27,0
2956,4098,2436246,No,9,30,E2,48.15,48.15,0.0,No,No,Male,Direct,2,INFRA,Bangalore,27,0
2958,4100,2436444,Yes,35,30,E1,26.32,52.63,20.83,No,No,Male,Direct,5,CSMP,Noida,30,0
2959,4101,2436643,No,0,0,E1,50.0,37.5,-8.33,No,No,Male,Employee Referral,2,INFRA,Gurgaon,25,0
2961,4104,2437318,No,18,30,E1,27.12,27.12,0.0,No,No,Male,Agency,3,ERS,Chennai,23,0
2963,4106,2437415,No,2,60,E2,45.99,35.77,-7.0,No,No,Male,Employee Referral,7,ERS,Chennai,32,0
2964,4107,2437436,No,98,30,E1,40.0,40.0,0.0,No,No,Female,Direct,4,BFSI,Chennai,29,0
2965,4108,2437459,Yes,23,60,E1,42.86,33.93,-6.25,No,No,Male,Direct,1,ERS,Noida,24,0
2966,4110,2437485,No,1,45,E3,23.6,29.21,4.55,No,No,Male,Direct,9,CSMP,Chennai,35,0
2967,4111,2437487,No,1,30,E2,45.65,45.65,0.0,No,No,Male,Agency,5,INFRA,Noida,32,0
2968,4112,2437494,No,1,30,E1,-8.33,-8.33,0.0,No,No,Female,Direct,4,INFRA,Chennai,27,0
2969,4113,2437505,Yes,47,60,E1,62.5,30.56,-19.66,No,No,Male,Employee Referral,4,ERS,Hyderabad,27,0
2970,4114,2437520,Yes,95,90,E3,48.96,36.54,-8.33,Yes,No,Female,Direct,11,EAS,Bangalore,35,0
2971,4116,2437557,Yes,5,30,E1,34.62,34.62,0.0,No,No,Male,Direct,4,EAS,Noida,30,0
2972,4117,2437634,No,1,30,E1,31.82,9.09,-17.24,No,No,Male,Agency,1,INFRA,Noida,24,0
2973,4118,2437652,Yes,1,30,E3,20.83,20.83,0.0,No,No,Male,Direct,12,BFSI,Chennai,36,0
2974,4119,2437659,Yes,6,30,E1,13.64,50.0,32.0,No,No,Female,Direct,3,INFRA,Chennai,28,0
2975,4120,2437679,No,2,30,E2,42.86,42.86,0.0,No,No,Female,Agency,3,INFRA,Noida,30,0
2976,4122,2437699,Yes,9,60,E2,32.16,26.87,-4.0,No,No,Male,Direct,7,EAS,Bangalore,35,0
2977,4123,2437703,No,8,60,E1,28.57,28.57,0.0,No,No,Male,Direct,5,CSMP,Noida,28,0
2980,4126,2437776,No,3,30,E2,8.33,-4.17,-11.54,No,No,Male,Direct,11,BFSI,Chennai,37,0
2981,4127,2438060,No,0,30,E2,42.86,42.86,0.0,No,No,Male,Direct,5,INFRA,Noida,28,0
2982,4128,2438858,Yes,7,30,E1,53.33,40.0,-8.7,No,No,Male,Direct,3,INFRA,Mumbai,30,0
2983,4129,2440684,Yes,6,30,E2,35.48,35.48,0.0,No,No,Male,Direct,6,ETS,Bangalore,29,0
2984,4130,2440714,Yes,34,30,E1,58.54,-20.73,-50.0,No,No,Male,Direct,4,EAS,Chennai,25,0
2987,4135,2440834,Yes,26,30,E2,58.54,52.44,-3.85,No,No,Male,Direct,7,EAS,Bangalore,31,0
2988,4138,2440927,No,5,30,E3,37.5,250.0,154.55,No,No,Male,Agency,10,INFRA,Chennai,33,0
2989,4140,2440934,Yes,7,30,E2,33.33,-8.33,-31.25,No,No,Male,Direct,5,INFRA,Noida,34,0
2990,4141,2440979,Yes,15,30,E1,52.63,52.63,0.0,No,No,Male,Direct,4,ERS,Chennai,28,0
2991,4143,2440981,Yes,14,60,E1,40.0,32.0,-5.71,No,No,Female,Direct,4,ERS,Chennai,27,0
2992,4145,2440988,Yes,12,30,E1,32.0,-5.0,-28.03,No,No,Male,Direct,3,ERS,Chennai,32,0
2995,4149,2440996,Yes,65,60,E1,49.86,22.62,-18.18,No,No,Female,Agency,3,ERS,Hyderabad,26,0
2996,4150,2440999,No,3,30,E1,29.63,4.17,-19.64,No,No,Male,Agency,3,ERS,Hyderabad,30,0
2997,4151,2441000,Yes,36,90,E1,50.0,10.0,-26.67,No,No,Male,Agency,4,ERS,Hyderabad,29,0
2999,4153,2441006,No,0,90,E1,54.96,15.7,-25.33,No,No,Male,Agency,4,ERS,Noida,27,0
3000,4154,2441008,Yes,80,30,E1,45.45,45.45,0.0,No,No,Male,Agency,3,ERS,Hyderabad,30,0
3001,4155,2441012,No,23,30,E1,38.89,25.0,-10.0,No,No,Male,Agency,3,ERS,Hyderabad,25,0
3002,4157,2441015,Yes,37,30,E1,100.0,30.0,-35.0,No,No,Male,Agency,4,ERS,Hyderabad,30,0
3003,4158,2441034,Yes,5,30,E1,50.0,15.0,-23.33,No,No,Male,Agency,1,INFRA,Chennai,24,0
3005,4161,2441068,Yes,90,60,E2,25.0,25.0,0.0,No,No,Male,Direct,8,ETS,Chennai,34,0
3007,4163,2441081,No,5,45,E2,44.44,38.8,-3.9,No,No,Male,Agency,3,INFRA,Noida,25,0
3008,4164,2441082,Yes,95,60,E1,82.93,47.56,-19.33,No,No,Male,Agency,3,BFSI,Bangalore,28,0
3009,4165,2441084,No,64,60,E1,57.66,57.66,0.0,No,No,Male,Direct,3,ERS,Chennai,26,0
3010,4166,2441092,No,0,30,E1,56.25,56.25,0.0,No,No,Male,Direct,3,BFSI,Mumbai,30,0
3011,4167,2441102,No,0,30,E1,63.04,63.04,0.0,No,No,Male,Direct,3,BFSI,Mumbai,29,0
3012,4168,2441104,No,1,30,E1,45.0,65.0,13.79,No,No,Male,Agency,2,INFRA,Noida,26,0
3013,4169,2441109,No,13,60,E1,11.43,11.43,0.0,No,No,Male,Direct,2,ERS,Chennai,27,0
3014,4170,2441111,No,9,30,E1,66.67,100.0,20.0,No,No,Male,Direct,3,ETS,Hyderabad,28,0
3015,4171,2441113,Yes,51,30,E2,10.39,16.88,5.88,No,No,Male,Direct,6,BFSI,Bangalore,31,0
3016,4172,2441116,Yes,62,30,E1,127.27,138.64,5.0,No,No,Male,Direct,3,ERS,Chennai,29,0
3017,4173,2441117,Yes,1,45,E1,31.05,27.02,-3.08,No,No,Male,Direct,4,EAS,Chennai,27,0
3019,4175,2441124,No,2,30,E2,30.77,26.92,-2.94,No,No,Male,Agency,6,ERS,Hyderabad,37,0
3021,4177,2441138,No,1,30,E2,57.14,45.71,-7.27,No,No,Male,Agency,4,INFRA,Chennai,28,0
3023,4179,2441181,Yes,22,30,E2,22.22,16.11,-5.0,No,No,Male,Agency,6,BFSI,Bangalore,30,0
3024,4180,2441185,Yes,61,30,E2,44.44,104.12,41.32,No,No,Male,Direct,7,INFRA,Chennai,35,0
3025,4181,2441205,No,68,90,E2,34.83,20.22,-10.83,No,No,Male,Agency,12,BFSI,Chennai,35,0
3026,4183,2441242,No,0,60,E2,27.27,27.27,0.0,No,No,Female,Direct,7,ERS,Chennai,35,0
3028,4186,2441333,Yes,46,60,E1,46.67,46.67,0.0,No,No,Male,Employee Referral,3,BFSI,Bangalore,28,0
3030,4189,2441414,Yes,6,60,E1,50.0,47.5,-1.67,No,No,Male,Direct,3,EAS,Noida,29,0
3031,4190,2441436,No,0,30,E1,99.13,99.13,0.0,No,No,Male,Direct,4,INFRA,Gurgaon,29,0
3032,4192,2441743,Yes,1,90,E1,29.52,29.52,0.0,No,No,Male,Direct,4,ETS,Bangalore,31,0
3033,4193,2441814,No,0,30,E1,42.86,42.86,0.0,No,No,Male,Direct,4,ETS,Bangalore,31,0
3034,4194,2441877,No,33,30,E1,25.0,25.0,0.0,No,No,Male,Employee Referral,3,ERS,Hyderabad,26,0
3035,4195,2441899,Yes,47,60,E2,36.05,27.89,-6.0,No,No,Male,Employee Referral,7,BFSI,Bangalore,33,0
3036,4196,2443649,Yes,6,30,E2,37.5,37.5,0.0,No,No,Male,Direct,4,INFRA,Noida,32,0
3037,4197,2443697,Yes,1,30,E2,37.5,50.0,9.09,No,No,Male,Direct,3,INFRA,Chennai,29,0
3038,4198,2443715,Yes,3,30,E2,37.5,150.0,81.82,No,No,Male,Direct,7,INFRA,Bangalore,31,0
3039,4201,2444080,No,1,30,E1,27.66,31.91,3.33,No,No,Male,Agency,3,ERS,Noida,29,0
3041,4203,2444202,Yes,12,30,E1,42.22,42.22,0.0,No,No,Male,Direct,4,ETS,Noida,27,0
3043,4205,2444229,No,3,30,E1,40.63,40.63,0.0,No,No,Female,Agency,3,BFSI,Bangalore,25,0
3044,4206,2444231,Yes,49,30,E2,40.85,33.8,-5.0,No,No,Male,Agency,7,BFSI,Bangalore,29,0
3046,4209,2444288,No,1,30,E2,37.5,20.0,-12.73,No,No,Male,Agency,3,INFRA,Mumbai,27,0
3047,4210,2444305,No,1,30,E2,80.56,30.56,-27.69,No,No,Male,Agency,5,INFRA,Noida,28,0
3048,4211,2444330,No,0,30,E2,37.5,71.25,24.55,No,No,Male,Agency,4,INFRA,Chennai,30,0
3049,4212,2444345,No,0,30,E2,16.1,7.59,-7.33,No,No,Male,Employee Referral,10,BFSI,Bangalore,34,0
3050,4213,2444356,No,34,90,E1,68.83,62.34,-3.85,No,Yes,Male,Employee Referral,3,BFSI,Bangalore,27,0
3052,4218,2444442,No,27,60,E2,58.33,66.67,5.26,No,No,Male,Direct,4,INFRA,Hyderabad,26,0
3053,4219,2444445,Yes,2,30,E1,16.28,0.0,-14.0,No,No,Male,Direct,2,CSMP,Noida,27,0
3056,4222,2444482,Yes,17,30,E1,20.0,0.0,-16.67,No,No,Female,Direct,6,ERS,Bangalore,28,0
3057,4223,2444491,Yes,42,30,E1,35.85,27.36,-6.25,No,No,Male,Agency,5,ERS,Chennai,32,0
3058,4225,2444507,Yes,21,30,E2,37.5,-12.5,-36.36,No,No,Male,Direct,2,INFRA,Mumbai,28,0
3060,4228,2444523,Yes,16,90,E1,27.45,27.45,0.0,No,No,Female,Agency,3,ETS,Bangalore,25,0
3061,4229,2444559,Yes,26,30,E1,38.46,15.39,-16.66,No,No,Male,Direct,2,INFRA,Mumbai,26,0
3063,4231,2444586,No,2,60,E3,37.17,37.17,0.0,No,No,Male,Agency,7,INFRA,Noida,29,0
3064,4232,2444621,No,1,30,E1,25.0,19.32,-4.55,No,No,Male,Direct,5,ERS,Chennai,27,0
3066,4234,2444696,No,2,30,E1,60.0,72.0,7.5,No,No,Female,Direct,3,CSMP,Noida,34,0
3067,4235,2444708,No,4,30,E1,76.47,55.88,-11.67,No,No,Male,Direct,3,CSMP,Noida,25,0
3068,4237,2444730,Yes,50,30,E2,57.89,57.89,0.0,No,No,Male,Direct,8,BFSI,Noida,33,0
3070,4239,2444799,Yes,37,45,E2,48.39,41.94,-4.35,No,No,Male,Direct,7,CSMP,Hyderabad,34,0
3072,4241,2445383,No,0,30,E1,50.0,50.0,0.0,No,No,Male,Direct,2,INFRA,Mumbai,25,0
3073,4243,2446048,No,61,45,E2,55.96,43.12,-8.24,No,No,Male,Employee Referral,6,ERS,Chennai,29,0
3074,4244,2447659,No,3,30,E1,42.11,42.11,0.0,No,No,Female,Direct,6,MMS,Bangalore,30,0
3075,4245,2447705,Yes,100,90,E1,48.94,48.94,0.0,No,No,Male,Direct,4,MMS,Chennai,27,0
3076,4246,2447718,Yes,100,90,E1,47.99,47.99,0.0,No,No,Male,Direct,4,MMS,Chennai,27,0
3077,4247,2447734,Yes,31,60,E1,57.5,57.5,0.0,No,No,Male,Direct,3,MMS,Chennai,27,0
3078,4248,2447752,Yes,0,60,E1,60.0,60.0,0.0,No,No,Male,Direct,3,MMS,Chennai,27,0
3079,4249,2447879,No,17,30,E1,9.09,-43.64,-48.33,No,No,Male,Agency,2,ERS,Noida,27,0
3080,4250,2447954,No,0,30,E2,66.67,83.33,10.0,No,No,Male,Employee Referral,6,INFRA,Noida,28,0
3081,4251,2448016,No,0,30,E2,26.4,26.4,0.0,No,No,Female,Agency,3,INFRA,Noida,27,0
3082,4253,2448063,No,0,60,E1,11.42,11.42,0.0,No,No,Male,Direct,3,BFSI,Chennai,27,0
3085,4257,2448399,Yes,5,30,E1,11.11,11.11,0.0,No,No,Male,Direct,5,ETS,Noida,29,0
3087,4259,2448489,No,6,45,E3,16.67,20.83,3.57,No,No,Male,Employee Referral,7,INFRA,Bangalore,34,0
3088,4260,2448500,No,0,45,E1,30.77,30.77,0.0,No,No,Male,Agency,3,CSMP,Noida,30,0
3089,4261,2448511,Yes,73,30,E2,36.36,32.73,-2.67,No,No,Male,Direct,5,INFRA,Noida,26,0
3090,4262,2448522,No,5,45,E2,33.33,33.33,0.0,No,No,Male,Direct,9,BFSI,Chennai,33,0
3091,4264,2448546,Yes,1,30,E2,31.15,31.15,0.0,No,No,Female,Direct,3,INFRA,Noida,24,0
3093,4266,2448553,No,30,30,E2,27.43,27.43,0.0,No,No,Male,Agency,4,INFRA,Noida,34,0
3095,4268,2448574,No,4,30,E2,0.0,115.0,115.0,No,No,Male,Direct,5,INFRA,Noida,32,0
3096,4269,2448598,Yes,44,45,E2,42.86,42.86,0.0,No,No,Male,Direct,4,INFRA,Noida,33,0
3099,4275,2448746,No,6,30,E3,42.86,54.76,8.33,No,No,Male,Direct,8,INFRA,Noida,35,0
3100,4276,2448752,No,10,30,E1,30.0,24.0,-4.62,No,No,Male,Direct,4,ETS,Bangalore,27,0
3101,4277,2448773,Yes,53,60,E2,53.85,76.92,15.0,No,No,Male,Direct,2,INFRA,Chennai,28,0
3102,4278,2448800,No,7,30,E1,12.36,29.21,15.0,No,No,Male,Employee Referral,4,BFSI,Chennai,30,0
3103,4279,2448811,Yes,23,30,E1,71.96,42.86,-16.92,No,No,Male,Direct,1,INFRA,Noida,24,0
3104,4280,2448817,No,9,30,E1,42.86,42.86,0.0,No,No,Male,Direct,4,BFSI,Bangalore,30,0
3105,4281,2448821,Yes,15,30,E1,55.56,38.89,-10.71,No,No,Male,Employee Referral,2,INFRA,Mumbai,26,0
3108,4284,2448858,Yes,7,30,E1,25.0,62.5,30.0,No,No,Male,Agency,5,ERS,Chennai,27,0
3109,4285,2448874,Yes,21,30,E2,62.52,62.52,0.0,No,No,Male,Employee Referral,3,INFRA,Noida,32,0
3110,4286,2448884,Yes,30,30,E1,115.05,115.05,0.0,No,No,Male,Employee Referral,5,ETS,Noida,23,0
3111,4289,2449289,No,4,30,E1,57.14,57.14,0.0,No,No,Male,Direct,5,BFSI,Mumbai,31,0
3112,4293,2449975,Yes,75,60,E2,29.21,12.36,-13.04,No,No,Male,Employee Referral,6,ETS,Bangalore,32,0
3114,4295,2450689,Yes,31,30,E1,50.79,29.37,-14.21,No,No,Male,Direct,4,AXON,Bangalore,32,0
3115,4296,2450768,No,1,30,E1,33.93,13.1,-15.56,No,No,Male,Employee Referral,2,BFSI,Bangalore,27,0
3117,4298,2451919,Yes,53,90,E2,11.11,11.11,0.0,No,Yes,Female,Direct,8,AXON,Noida,31,0
3118,4299,2451920,Yes,86,90,E1,33.84,33.67,-0.13,No,Yes,Male,Direct,3,AXON,Noida,27,0
3119,4300,2451924,Yes,0,60,E2,42.77,70.11,19.15,No,No,Male,Direct,7,ETS,Bangalore,29,0
3120,4301,2451976,Yes,73,60,E2,51.35,40.54,-7.14,No,No,Male,Direct,5,AXON,Noida,34,0
3121,4302,2452017,No,1,30,E1,66.67,44.0,-13.6,No,No,Male,Agency,1,INFRA,Chennai,27,0
3123,4304,2452123,Yes,28,30,E1,28.0,-13.6,-32.5,No,No,Female,Employee Referral,1,INFRA,Noida,27,0
3126,4309,2452230,No,4,90,E2,35.14,28.02,-5.26,No,No,Male,Agency,9,BFSI,Bangalore,35,0
3127,4310,2452233,Yes,33,30,E1,38.17,34.72,-2.5,No,No,Female,Direct,6,ETS,Chennai,31,0
3132,4317,2452341,No,1,30,E1,50.0,8.0,-28.0,No,No,Male,Direct,1,INFRA,Noida,26,0
3134,4319,2452358,No,1,30,E2,36.59,27.8,-6.43,No,No,Male,Direct,8,CSMP,Kolkata,33,0
3135,4320,2452361,No,22,60,E2,42.86,42.86,0.0,No,No,Male,Agency,10,INFRA,Bangalore,30,0
3136,4322,2452368,No,2,30,E3,33.33,333.33,225.0,No,No,Male,Employee Referral,6,INFRA,Chennai,29,0
3137,4323,2452396,No,17,30,E1,31.58,21.46,-7.69,No,No,Male,Employee Referral,3,ERS,Chennai,25,0
3138,4324,2452400,Yes,65,30,E2,26.44,26.44,0.0,No,Yes,Male,Direct,9,ETS,Chennai,39,0
3139,4325,2452402,Yes,1,30,E2,50.0,150.0,66.67,No,No,Male,Direct,2,INFRA,Bangalore,28,0
3140,4326,2452409,No,66,30,E1,27.27,23.64,-2.86,No,No,Male,Direct,4,EAS,Noida,27,0
3141,4327,2452479,Yes,11,30,E2,25.0,25.0,0.0,No,No,Female,Agency,3,INFRA,Noida,26,0
3142,4329,2452513,Yes,17,30,E1,31.87,31.87,0.0,No,No,Female,Employee Referral,1,INFRA,Noida,25,0
